address,area,bedroom_number,description,direction,end_date,floor_number,height,is_car_pack,is_dinning_room,is_kitchen,is_owner,is_terrace,law,price,start_date,street_in_front_of_house,type,width
" Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh", 52 m,4,"- Địa chỉ: Đường Phạm Văn Bạch, Phường 15, Tân Bình. Gần Sân bay Tân Sơn Nhất.

- Giá: 3,8 tỷ.
- Diện tích: 52m² (4x13m).
- Kết cấu: 1 trệt + 1 lửng + 2 lầu. Bê tông cốt thép.
+ Gồm: 1 phòng khách + 1 bếp + 4 phòng ngủ + 4WC.
- Sổ sẵn, mua sang tên liền.

- Nằm trong khu kinh doanh sầm uất, thuận tiện kinh doanh mua bán.
- Thích hợp mua ở hoặc cho thuê kinh doanh.
- Hiện trạng nhà mới, nội thất cơ bản. Dọn vào ở ngay.",_,,3,13m,False,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,8 tỷ ",Ngày đăng: 22/06/2023,8m,Nhà mặt tiền,4m
" Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh", 85 m,3,"🔥🔥CHỦ GẤP BÁN HẠ CHẠM ĐÁY - GIÁ CÒN 3.65 TỶ
💖💖MẶT TIỀN 7M - HẺM KIAMONING - HUỲNH TẤN PHÁT.
🏘️ Huỳnh Tấn Phát  Tân Phú Quận 7
+ Diện tích: 85m (7.2 x 11.8). Giá 4.7 tỷ
+ Hướng Đông tứ trạch.
+ Nhà gồm 1 trệt 1 lầu 3 PN 2 wc, có phòng ngủ dưới đất dành cho người lớn tuổi.
+ Trước nhà là sân vườn trồng cây.
+ Sổ đang vay ngân hàng 2 tỷ.
0️⃣9️⃣0️⃣6️⃣0️⃣9️⃣7️⃣8️⃣3️⃣8️⃣",_,,2,12m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,65 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà trong hẻm,"7,2m"
" Huyện Bình Chánh, Hồ Chí Minh", 145 m,---,"- ĐẤT MẶT TIỀN KINH DOANH TRÊN TRỤC ĐƯỜNG CHÍNH 25M TÌNH LỘ 10, BÌNH CHÁNH 
- SỔ HỒNG RIÊNG , XÂY DỰNG TỰ DO , CÔNG CHỨNG TRONG NGÀY 
- TIỆN ÍCH : GẦN TRƯỜNG HỌC , CHỢ , KHU CÔNG NGHIỆP LÊ MINH XUÂN , KCN AN HẠ...
- DIỆN TÍCH :145m2 ( 5*29m ); VÀ CÓ THÊM 1 LÔ ĐƯỜNG NHỰA 12m DIỆN TÍCH : 60m2 ( 5*12 ) 
- CÁCH ĐƯỜNG VÀNH ĐAI 3 ĐANG KHỞI CÔNG 100M , 
- DI CHUYỂN VỀ AEON BÌNH TÂN CHỈ VỚI 15P ĐI XE
- PHÙ HỢP MUA ĐỂ Ở ,  ĐẦU TƯ , KINH DOANH NHÀ TRỢ , CHO THUÊ HOẶC MỞ QUÁN  ....
- LH MR.VIỆT",_,,---,29m,False,False,False,False,False,---," 1,35 tỷ ",Ngày đăng: 22/06/2023,25m,"Đất thổ cư, đất ở",5m
" Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội", 65 m,2,"Cần bán căn hộ chung cư Packexim 2 Tây Hồ, Hà Nội view cầu Nhật Tân đẹp.
+ Diện tích 65m² gồm 2 phòng ngủ 2 nhà vệ sinh, phòng khách và bếp.
+ Nội thất cao cấp, sàn gỗ trần thạch cao, tủ lạnh, tủ bếp, điều hoà... Căn hộ có 3 thang máy, 2 thang bộ, an ninh tốt dân trí cao.
+ Chủ để lại full nội thất hiện đại và còn mới.
+ Vị trí đẹp giao thông thuận tiện, cách Hồ Tây 500m, sông Hồng 300m không gian thoáng mát, gần khu đô thị Ciputra, trung tâm thương mại Lotte, cách sân bay Nội Bài chỉ 10 phút...
+ Sổ đỏ chính chủ sẵn sàng giao dịch luôn.
+ Giá 2,55 tỷ có thương lượng cho khách thiện chí mua (đã bao thuế phí cho khách).
+ Anh chị quan tâm liên hệ em Khánh:",_,,10,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 2,55 tỷ ",Ngày đăng: 22/06/2023,---,Căn hộ chung cư,---
" Đường Bạch Đằng, Phường 15, Quận Bình Thạnh, Hồ Chí Minh", 34 m,---,"Cần bán nhà mới xây cuối 2020. Chính chủ đang ở, không cầm cố thế chấp. 
  Địa chỉ số mới : 275/39/4D Bạch Đằng, P.15, Q. Bình Thạnh. 
 (Địa chỉ số cũ : 235/43 Bis Bạch Đằng, P.15, Q. Bình Thạnh)

- Diện tích: 33,7m2
- DT sàn: 141,5m2 

- Nhà 5 tầng kiên cố và thoáng mát, gồm:
 + Tầng trệt ( Bao gồm 1 nhà vệ sinh )
 + Tầng 1 ( Trống - có thể làm phòng Bếp + phòng Khách )
 + Tầng 2 ( 1 phòng ngủ + 1 wc )
 + Tầng 3 ( 1 phòng ngủ + 1 wc )
 + Tầng 4 ( Sân thượng, máy giặt, sân phơi )

- Sổ đỏ chính chủ.
- Khu vực dân trí cao, an ninh ổn định. 
- Gần chợ, truongf học, siêu thị và nhiều tiện ích xung quanh...thuận tiện giao thông đi lại.
- Giá bán: 4.8 tỷ. 
 Chi tiết liên hệ SĐT: chính chủ - 0978.004.549 
_________________
 Hoa hồng môi giới 1%. 
 Lưu ý: Không Làm Việc với Sàn. Nhắc lại hoa hồng chỉ 1% - không nói nhiều.",_,,---,---,False,False,False,False,False,---," 4,8 tỷ ",Ngày đăng: 22/06/2023,---,Nhà trong hẻm,---
" Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 252 m,11,"Bán nhà căn hộ Apartment hai mặt tiền đường Trần Văn Dư gần bãi tắm Mỹ Khê.
Công năng nhà 4 tầng gồm 11 căn hộ đầy đủ tiện nghi thiết kế theo phong cách châu âu rộng rãi thoáng mát.
- Diện tích đất: 251,6m² đất ở đô thị, sở hữu lâu dài.
- Hướng: Đông Nam. Lòng đường 7,5m + 5,5m vỉa hè 3m.
Vị trí: Ngay biển Mỹ Khê, nơi tập trung đầy đủ các tiện ích xã hội như. Chợ, trường học, bệnh viện, khách sạn, resort 4 - 5*. Phù hợp cho việc chuyển đổi kinh doanh các loại hình dịch vụ
- Giá bán gấp: 19tỷ",_,,4,---,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 19 tỷ ,Ngày đăng: 22/06/2023,"7,5m",Nhà mặt tiền,"12,6m"
" Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội", 130 m,4,"BIỆT THỰ LIỀN KỀ ĐẸP NHẤT - KHU VIP - AN NINH TUYỆT ĐỐI - KHẲNG ĐỊNH ĐẲNG CẤP SỐNG
Diện tích 130m2 x 4 tầng, mặt tiền 6m, vỉa hè hai bên.
Thiết kế :
+ Tầng 1 : Phòng khách, bếp , phòng ăn , sân vườn
+ Tầng 2,3,4: Tổng 4 phòng ngủ + phòng thờ ! 
+ Chủ để lại nội thất cơ bản như Tủ bếp gỗ hương , cầu thang gỗ lim… 
+ Vị trí : Biệt thự liền kề đẹp nhất trong lô BT Diện tích 130 m2 . Trước và sau nhà đều là Trường học Quốc Tế , an sinh, dân trí đỉnh cao …hàng xóm toàn quan chức ..! 
+ Giao thông vô cùng thuận tiện, ra sân bay hay vào phố chỉ 15P

Sổ đỏ chính chủ, vuông đẹp. Giá 33 tỷ có Thương Lượng",_,,4,---,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 33 tỷ ,Ngày đăng: 22/06/2023,15m,"Biệt thự, nhà liền kề",6m
" Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội", 138 m,---,"CHỦ NHÀ BÁN ĐẤT XE 5 TẠ QUA NHÀ ,NỞ HẬU CỰC ĐẸP ,GẦN HỒ TÂY,GIAO THÔNG THUẬN TIỆN ,TIỆN ÍCH NGẬP TRÀN 

Hạ đê xong giá trị tăng như tên lửa, tiện ích giáp Ba Đình ,Hoàn Kiếm ,cách Hồ Tây 50m ,cách hồ gươm 10 phút đi xe ,xuống CTTM Lotte 5 phút ,

chủ nhà đã chia lô 3 căn, diện tích rất rộng/căn.

Sổ đỏ căn nào cũng nở hậu, sẵn giao dịch 

Giá : 15 tỷ cả khu đất ,hoặc nhỉnh 5 tỷ 1 lô",_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 15 tỷ ,Ngày đăng: 22/06/2023,3m,"Đất thổ cư, đất ở",---
" Đại Lộ Bình Dương, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương", 200 m,---,,_,,---,30m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 790 triệu ,Ngày đăng: 22/06/2023,16m,"Đất thổ cư, đất ở",5m
" Đường Xuyên Á, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh", 820 m,---,,_,,---,41m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 550 triệu ,Ngày đăng: 22/06/2023,12m,"Đất thổ cư, đất ở",20m
" Phố Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội", 50 m,3,"PL Lương ĐÌnh Của 50m2 6T thang máy ô tôm MT 5m chỉ 11 tỷ. LH Khánh Trần 
Vị trí trung tâm bậc nhất quận Đống Đa, giao thương cực tốt với Phạm NGọc THạch, Xã Đàn, Ô chợ Dừa, Giải Phóng, Trần Khất Chân, Đại Cồ việt, … Chợ Kim gần nhà, nhiều trường đại học lớn bao quanh như THủy Lợi, Ngân Hàng, Công Đoàn, Bách Khoa, Đại học Y, Kinh tế, Xây Dựng… 
Chăm lo sức khỏe có nhiều trung tâm tập luyện, hay chữa bệnh như Viện Bạch Mai, Lão Khoa..
Nhà được xây dựng 50m2, 6 tầng, thang máy với thiết kế tầng 1: gara, tầng 2 đến 4: ngủ master + vs. Tầng 5 khách+ bếp, tầng  6 phòng thờ sân phơi.
Công năng hoàn hảo cho hộ gia đình. 
Pháp lý cực chuẩn, sổ đỏ đẹp, giá chào chỉ 11 tỷ. 
Lh Khánh Trần  MIỄN PHÍ TOÀN BỘ TỪ XEM NHÀ ĐẾN MUA ĐƯỢC NHÀ, NGUỒN HÀNG PHONG PHÚ, TƯ VẤN TẬN TÂM.",_,,6,---,False,False,False,False,False,---, 11 tỷ ,Ngày đăng: 22/06/2023,8m,Nhà mặt tiền,5m
" Phố 8/3, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội", 68 m,5,"PL ô tô, vỉa hè phố 8/3, 68m2 5 ngủ Hai bà trưng chỉ 7,8 tỷ. LH Khánh Trần 
Sổ đỏ phân lô, vuông nét, cực đẹp. 
Khu đời sống cao, an ninh cực tốt, hàng xóm quanh nhà tri thức, quan chức. 
Thông số: 68m2 5 tầng, 5 ngủ, lắp được thang máy, 2 thoáng vĩnh viễn..
Rất gần chợ nhưng vô cùng yên tĩnh, thuận tiện giao thông với Minh Khai, Kim Ngưu, Thanh Nhàn, Trần Khất Chân, Đại Cồ Việt, Nguyễn Khoái…
Nhiều trường đại học danh tiếng như Bách Khoa, Kinh Tế, Xây dựng.. 
Giá chỉ 7 tỷ 8. 
Lh KHánh Trần  - TỔNG KHO NHÀ ĐẸP, MANG ĐẾN SỰ AN TÂM TRỌN VẸN.",_,,5,---,False,False,False,False,False,---," 7,8 tỷ ",Ngày đăng: 22/06/2023,9m,Nhà mặt tiền,"3,5m"
" Đường Nguyễn Trãi, Phường Phước Tiến, Thành phố Nha Trang, Khánh Hòa", 53 m,3,"✅ Bán nhà MỚI Chính chủ - vuông vức 04 tầng - mặt tiền đường Nguyễn Trãi – ngay Ngã Sáu, Nhà thờ Núi - trung tâm Nha Trang 
– Kết cấu: Nhà Mới 04 tầng BTCT, 04 WC, có bồn tắm jacuzzi, ban công
– Diện tích: 43,42 ㎡, ngang 3,7m (Có thêm 10㎡ ngoài sổ, tổng là 53,42 ㎡) 
– Sổ hồng chính chủ, nhà vuông vức
– Đường hiện trạng 18m, pháp lý sổ hồng đã hoàn công
– Nhà vị trí đẹp ngay Ngã Sáu, Nhà thờ Núi 
= Giá bán : 7 tỷ 9 (Miễn trung gian)
☎️ Liên hệ đi xem và làm việc chính chủ
*** Hình ảnh Chính chủ tự chụp",Tây Bắc,,4,---,False,True,True,False,True,Sổ hồng/ Sổ đỏ," 7,9 tỷ ",Ngày đăng: 22/06/2023,18m,Nhà mặt tiền,"3,7m"
" Phố Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội", 23 m,3,"Mô tả:
 👉 Vị trí nhà cách mặt phố Hoàng Ngọc Phách 10m, ngõ thông tứ tung Hoàng Ngọc Phách, Nguyên Hồng, Láng Hạ,…
 👉 50m ra chợ, 15m là trường mầm non, sân thể dục,…

+ Thiết kế: Nhà xây KCBT chắc chắn, thoáng trước sau.

* Tầng 1: Kinh doanh, Wc.

* Tầng 2: Khách, bếp.

* Tầng 3,4: Mỗi tầng 1 phòng, Wc.

* Tầng 5: Phòng thờ, sân phơi.

+ Vị trí: Nhà nằm vị trí cực đẹp kinh doanh, ngõ thông, ô tô tránh, khu dân trí cao, an sinh tốt, giao thông thuận tiện, tiện ích bạt ngàn ...

+ Sổ đỏ: Chính chủ, phân lô.",_,,5,5m,False,False,False,False,False,---," 4,95 tỷ ",Ngày đăng: 22/06/2023,7m,Nhà trong hẻm,4m
" Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, Hồ Chí Minh", 186 m,43,"Bán nhà mặt tiền đường Lý Tự Trọng, P. Bến Thành, Quận 1 

- Diện tích: 8x20m.

- Kết cấu: Xây 7 lầu, có thang máy.

- Vị trí: Ngay Chợ Bến Thành, khu phố sang trọng, sầm uất tập trung nhiều khách sạn 4 Sao 5 Sao, tòa nhà văn phòng hạng A cao cấp, khách du lịch qua lại đông đúc, giá trị tăng trưởng cực kỳ nhanh chóng.
- Sản phẩm khan hiếm, không có nhà so sánh, chỉ một căn nhà với bề ngang 8m duy nhất trong khu phố...

- HĐ thuê 400 triệu/tháng.

- Giá chỉ 80 tỷ dành cho khách thiện chí.

**********.

- Liên hệ:  Trấn Thành

CHUYÊN BĐS NHÀ PHỐ TRUNG TÂM UY TÍN -  TẬN TÂM - CHUYÊN NGHIỆP",_,,7,20m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 80 tỷ ,Ngày đăng: 22/06/2023,20m,Nhà mặt tiền,8m
" Đường Y Wang, Xã Ea Kao, Thành phố Buôn Ma Thuột, Đắk Lắk", 309 m,3,"Hot hot Hot nhà Mặt Tiền YWang kinh doanh đối diện trường Cấp 2 🚦🚦🚦                 - Nhà nằm trên tuyến đường huyết mạch Y WANG 
- Cách cổng chào EaKao khoảng 200m , Khu dân cư đông đúc ' Gần trường học 
- Thuận tiện cho việc kinh doanh mọi nghành nghề

💢💢 diện tích : 5×55 ( nở hậu 6m) 
🏕🏕 nhà gồm : phòng khách, bếp , 3 phòng ngủ ,2 wc, tiểu cảnh, sân sau có chòi ăn nhậu , sân trước 5 oto
💶💶💶 giá chỉ : 3 tỷ 850 triệu ( thương lượng ) 
☎️☎️☎️ liên hệ : 0915-111.147 để xem nhà và chốt",Đông Nam,,---,55m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 3,85 tỷ ",Ngày đăng: 22/06/2023,30m,Nhà mặt tiền,5m
" Đường C, Xã Cư Êbur, Thành phố Buôn Ma Thuột, Đắk Lắk", 250 m,3,"CẦN BÁN NHÀ BIỆT THỰ MINI SÂN VƯỜN ĐƯỜNG C - THÔN 3 CUEBUA👍👍 
- Diện tích : 10 x 25m ( nở hậu 10,5m)
- Pháp lí : 120m2 TC bìa riêng
- Hướng : Tây
- Nhà mới xây đẹp, xem là thích, có giấy tờ đầy đủ, không tranh chấp. Nhà xây theo kiểu mái Nhật, không gian mở. 
- Thích hợp cho hộ gia đình với thiết kế sang trọng. Đã sẵn full nội thất. 
– Ví trị thuận lợi di chuyển ra mọi hướng, không kẹt xe, đường thoáng…
– Gần Big C, Chợ, trường học...Đặc biệt vị trí này được đánh giá an toàn, an ninh !
– Giá: 3 tỷ 850 triệu 
– Liên hệ:  để xem nhà và chốt",Tây,,---,25m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 3,85 tỷ ",Ngày đăng: 22/06/2023,6m,"Biệt thự, nhà liền kề",10m
" Đường Xô Viết Nghệ Tĩnh, Phường Thành Công, Thành phố Buôn Ma Thuột, Đắk Lắk", 93 m,3,"Nhà Đẹp hẻm XÔ VIẾT NGHỆ TĨNH ❤️
   Trung tâm Thành Phố - P. Thành Công ⭕️ 
- Giá bán nhanh chỉ 3,1 tỷ 
- Diện tích : 5 x 19m
- Pháp lý: Thổ cư 100%
- Hướng nam 
- Giá Bán 3,1 tỷ 
—————————-
⭐️Nhà gồm 3 phòng ngủ, phòng khách liền bếp, 2wc, giặt phơi giếng trời lấy sáng, sân ô tô, sân sau
Full nội thất tiện nghi 
✨ Hẻm Xô Viết Nghệ Tĩnh rộng 6m, khu dân cư an ninh, yên tĩnh
✨✨ Cách ngã sáu 1km, gần CHỢ , SIÊU THỊ, TRƯỜNG HỌC , và các tiện ích xã hội khác
——————————
☎️ 0915-111.147 để xem nhà và chốt",Nam,,1,19m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 3,1 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà trong hẻm,5m
" Đường Xô Viết Nghệ Tĩnh, Phường Thành Công, Thành phố Buôn Ma Thuột, Đắk Lắk", 116 m,3,"Nhà Đẹp hẻm XÔ VIẾT NGHỆ TĨNH ❤️
   Trung tâm Thành Phố - P. Thành Công ⭕️ 
- Giá bán nhanh chỉ 3,35 tỷ 
- Diện tích : 5 x 24
- Hướng Nam
- Pháp lý: Thổ cư 100%
- Giá Bán 3,35 tỷ có thương lượng 
—————————-
⭐️Nhà gồm 3 phòng ngủ, phòng khách liền bếp, 2wc, giặt phơi , sân ô tô,
Full nội thất tiện nghi 
✨ Hẻm Xô Viết Nghệ Tĩnh rộng 6m, khu dân cư an ninh, yên tĩnh
✨✨ Cách ngã sáu 1km, gần CHỢ , SIÊU THỊ, TRƯỜNG HỌC , và các tiện ích xã hội khác
——————————
☎️ LH để xem nhà và chốt",Nam,,1,24m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 3,35 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà trong hẻm,5m
" Đường Phần Lăng 11, Phường An Khê, Quận Thanh Khê, Đà Nẵng", 81 m,---,"+ Bán đất mặt tiền đường 7.5m, khu Phần Lăng, trung tâm quận Thanh Khê.
+ Đối diện công viên rất thoáng mát . Dân cư đông đúc, kinh doanh gì cũng tiện.
+ Diện tích 81m2, đường 7.5m, lề 4m.
+ Khu dân trí cao, nhiều tiện ích, gần chợ ,khu vực có rất nhiều các trường mầm non, trường Tiểu học, và Trung học cơ sở…, thông các trục đường lớn Huỳnh Ngọc Huệ, Hà Huy Tập. Ra chợ Hoa rất gần.
$ Giá  chỉ 5 tỷ 150 ( còn  TL)  - Hỗ trợ xem đất 24/7",_,,---,18m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 5,15 tỷ ",Ngày đăng: 22/06/2023,8m,"Đất thổ cư, đất ở","4,5m"
" Đường Trần Thủ Độ, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh", 60 m,4,"Bán nhà mặt tiền Trần Thủ Độ, Tân Phú. Ngay gần Nguyễn Sơn, ủy ban phường Phú Thạnh. Khu đường bàn cờ, hiện hữu 13m có lề 2m. Nhà hiện còn đẹp. Diện tích : 3.5x18.2m. Đúc thật 4 tầng. Giá 7.75 tỷ. Bớt lộc. Mong gặp khách thiện chí mua thật sự.",_,,4,"18,1m",True,True,True,False,True,---," 7,75 tỷ ",Ngày đăng: 22/06/2023,13m,Nhà mặt tiền,"3,5m"
" B9 KDC Hưng Phú Đường Quang Trung, Phường Hưng Phú, Quận Cái Răng, Cần Thơ", 81 m,3,"⚠️RẺ NHẤT TRONG PHÂN KHÚC⚠️
☘️☘️☘️
NHÀ CHỦ GỐC BÁN - KDC HƯNG PHÚ VỊ TRÍ ĐẸP
=== === === ===
📌Vị trí đẹp gần đoạn ngoài, gần siêu thị GO, trục thông thương
⭕️KDC VIP, đẳng cấp bậc nhất, giá trị bất động sản tăng trưởng vững bền, đủ mọi tiện ích
✅Nhà xây ở nên rất kiên cố chắc chắc chắn, VLXD & nội thất cao cấp
➡️Thích hợp mua ở, làm văn phòng cty, cho thuê, đầu tư…
—————————
📐Diện tích: 4,5 x 18 = 81m2

⚖️Pháp lý: thổ cư hoàn công

🚘Lộ giới: 15m

🧭Hướng: Tây bắc

🧩Thiết kế: 2 lớp cửa kiên cố, phòng khách và bếp thoáng, 3 phòng ngủ, phòng thờ, ban công trồng cây, 4 toilet,..

💰Giá mềm: 5 tỷ 950 triệu
(Xung quanh đang bán 6,7-7 tỷ)
=== === === ===
📞Liên hệ:  gặp Trung",Tây Bắc,,2,18m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 5,95 tỷ ",Ngày đăng: 22/06/2023,15m,"Biệt thự, nhà liền kề","4,5m"
" Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, Hồ Chí Minh", 70 m,4,"- Địa chỉ: Đào Duy Anh, Phường 9, Phú Nhuận
+ Gần công viên gia định
+ Nhà hẻm xe hơi, xung quanh đầy đủ tiện nghi…

- Diện tích: 70m2 ( ngang 5 x dài 14) 
- Kết cấu: 1 trệt, 2 lầu, 4PN, 3WC.
- Giá: 3tỷ4

- Pháp lý minh bạch, rõ ràng
- Liên hệ gặp chủ nhà và đi xem nhà thực tế.",_,,2,14m,False,True,False,False,False,Sổ hồng/ Sổ đỏ," 3,4 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,5m
" Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh", 30 m,2,"- Địa chỉ: Đường Cao Thắng, Phường 12, Quận 10
+ Gần trường Đại Học kinh tế Thành Phố Hồ Chí Minh- cơ sở 3.
+ Gần Bệnh viện Bình Dân
+ Cách Mặt tiền đường Cao Thắng 50m

- Diện tích: 30m2 ( ngang 3 x  dài 10)
- Kết cấu: 1 trệt, 1 lầu, 2PN,1WC
- Giá: 2tỷ8

- Pháp lý: sổ riêng",_,,1,10m,False,True,False,False,False,Sổ hồng/ Sổ đỏ," 2,8 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,3m
" Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh", 123 m,2,"- Địa chỉ: Đường Trần Phú, Phường 4, Quận 5
+ Gần công viên Âu Lạc
+ Đường thông ra các quận trung tâm.

- Diện tích: 123m2 ( ngang 6 x dài 20,5)
- Kết cấu: 1 trệt, 1 lầu, 2PN, 2WC, có phòng bếp riêng

- Giá: 5tỷ2
- Pháp lý: Sổ riêng",_,,1,"20,6m",False,True,False,False,False,Sổ hồng/ Sổ đỏ," 5,2 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,6m
" Đường Trần Thị Lý, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 100 m,7,,_,,7,20m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 170 triệu / m,Ngày đăng: 22/06/2023,27m,"Biệt thự, nhà liền kề",5m
" Đường Trần Thị Lý, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 30 m,1,,_,,33,---,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 1,6 tỷ ",Ngày đăng: 22/06/2023,60m,Căn hộ chung cư,---
" Đường Cách Mạng Tháng 8, Phường 13, Quận 10, Hồ Chí Minh", 61 m,3,"- Địa chỉ: Đường Cách mạng tháng 8, phường 13, quậm 10
+ Cách bệnh viện đa khoa mắt Sài Gòn 5p di chuyển.
+ Cách trường tiểu học Lê Thị Riêng 500m di chuyển
- Kết cấu: 1Trệt + 1 lầu
- Nhà có 3 phòng ngủ + 2 nhà WC + có cửa sổ phòng thoán mát.
- Nhà mới đẹp, thoáng mát, an ninh, gần các tiện ích (chợ, bệnh, trường học các cấp,... ).
- Hẻm 4m rộng rãi, cách hẻm xe hơi 30m.
- Khu vườn sạch sẽ an ninh thoáng mát,...
- Sổ hồng đầy đủ.
- Tặng một nội thất mới mua.
- DT: 60m (5 ngang x dài 12).
- (Khách thiện chí tặng lại nội thất).
- Pháp lý rõ ràng, chính chủ quan tâm liên hệ gặp chủ và đi xem nhà thực tế.",_,,1,12m,False,True,True,False,False,Sổ hồng/ Sổ đỏ," 3,6 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,5m
" Đường Trường Sa, Phường 14, Quận 3, Hồ Chí Minh", 70 m,4,"- Địa chỉ: Trường Sa, Phường 14, Quận 3, Tp, HCM
 - Điện tích đất: 80m2   =   Diện tích xây dựng: 70m2(5X14)
 - Giá: 4,5 tỷ ( nhà mới mua đem vali vào ở liền)
 - Kết cấu: 1 trệt, 2 lầu, 4PN,3WC, có phòng khách.
 - Pháp lý rõ ràng minh bặch, sổ hồng chính chủ. Mua sang tên công chứng trong ngày.",_,,2,14m,False,True,True,False,False,Sổ hồng/ Sổ đỏ," 4,5 tỷ ",Ngày đăng: 22/06/2023,13m,Nhà mặt tiền,5m
" Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh", 63 m,4,"- Địa chỉ: Đường Bùi Quang Là , phường 12, Gò Vấp.
+ Cách sân golf Tân Sơn Nhất 5p di chuyển.
+ Cách mặt tiền đường phan huy bích 200m
- Kết cấu: Trệt + 2 lầu.
- Nhà có 4 phòng ngủ + 3 nhà WC + có cửa sổ phòng thoán mát.
- Nhà mới đẹp, thoáng mát, an ninh, gần các tiện ích (chợ, bệnh, trường học các cấp,... ).
- Hẻm 4m rộng rãi, cách hẻm xe hơi 30m.
- Khu vườn sạch sẽ an ninh thoáng mát,...
- Sổ hồng đầy đủ.
- Tặng một nội thất mới mua.
- DT: 63m (5 ngang x dài 12,6).
- (Khách thiện chí tặng lại nội thất).
- Pháp lý rõ ràng, chính chủ quan tâm liên hệ gặp chủ và đi xem nhà thực tế.",_,,2,12m,False,True,True,False,True,---," 4,7 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,5m
" Đường Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, Hồ Chí Minh", 50 m,4,"- Địa chỉ: Đường Đoàn Thị Điểm, Phường 1, Phú Nhuận.
+ Cách mặt tiền đường Phan Đăng Lưu 200m di chuyển.
+ Cách bệnh viện Đa Khoa Hoàn Mỹ Sài Gòn 5p di chuyển.
- Kết cấu: 1Trệt + 3 lầu.
- Nhà có 4 phòng ngủ + 3 nhà WC + có cửa sổ phòng thoán mát.
- Nhà mới đẹp, thoáng mát, an ninh, gần các tiện ích (chợ, bệnh, trường học các cấp,... ).
- Hẻm 4m rộng rãi, cách hẻm xe hơi 30m.
- Khu vườn sạch sẽ an ninh thoáng mát,...
- Sổ hồng đầy đủ.
- Tặng một nội thất mới mua.
- DT: 50m (5ngang x dài 10).
- (Khách thiện chí tặng lại nội thất).
- Pháp lý rõ ràng, chính chủ quan tâm liên hệ gặp chủ và đi xem nhà thực tế.",_,,3,10m,False,True,True,False,False,---," 5,2 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,5m
